Query Sequence	GO:EggNOG GO Cellular
jg27945.t1	GO:0045259-proton-transporting ATP synthase complex(L=4)
jg27945.t1	GO:0045263-proton-transporting ATP synthase complex, coupling factor F(o)(L=4)
jg17152.t1	GO:0005635-nuclear envelope(L=4)
jg17152.t1	GO:0005737-cytoplasm(L=4)
jg17152.t1	GO:0005783-endoplasmic reticulum(L=4)
jg17152.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg17152.t1	GO:0044444-cytoplasmic part(L=4)
jg11175.t1	GO:0005737-cytoplasm(L=4)
jg11175.t1	GO:0005829-cytosol(L=4)
jg11175.t1	GO:0044444-cytoplasmic part(L=4)
jg26147.t1	GO:0016021-integral component of membrane(L=4)
jg10479.t1	GO:0005737-cytoplasm(L=4)
jg10479.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg10479.t1	GO:0044444-cytoplasmic part(L=4)
jg18307.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg1457.t1	GO:0016021-integral component of membrane(L=4)
jg35876.t1	GO:0005737-cytoplasm(L=4)
jg35876.t1	GO:0005783-endoplasmic reticulum(L=4)
jg35876.t1	GO:0005794-Golgi apparatus(L=4)
jg35876.t1	GO:0016021-integral component of membrane(L=4)
jg35876.t1	GO:0031301-integral component of organelle membrane(L=4)
jg35876.t1	GO:0031501-mannosyltransferase complex(L=4)
jg35876.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35876.t1	GO:0044444-cytoplasmic part(L=4)
jg7151.t1	GO:0005737-cytoplasm(L=4)
jg7151.t1	GO:0005887-integral component of plasma membrane(L=4)
jg7151.t1	GO:0014069-postsynaptic density(L=4)
jg7151.t1	GO:0016021-integral component of membrane(L=4)
jg7151.t1	GO:0030426-growth cone(L=4)
jg7151.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg7151.t1	GO:0031430-M band(L=4)
jg7151.t1	GO:0031672-A band(L=4)
jg7151.t1	GO:0043005-neuron projection(L=4)
jg7151.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7151.t1	GO:0044444-cytoplasmic part(L=4)
jg34838.t1	GO:0005737-cytoplasm(L=4)
jg34838.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg34838.t1	GO:0044444-cytoplasmic part(L=4)
jg20475.t1	GO:0005737-cytoplasm(L=4)
jg20475.t1	GO:0005783-endoplasmic reticulum(L=4)
jg20475.t1	GO:0005794-Golgi apparatus(L=4)
jg20475.t1	GO:0016021-integral component of membrane(L=4)
jg20475.t1	GO:0031301-integral component of organelle membrane(L=4)
jg20475.t1	GO:0031501-mannosyltransferase complex(L=4)
jg20475.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg20475.t1	GO:0044444-cytoplasmic part(L=4)
jg29400.t1	GO:0005618-cell wall(L=4)
jg29400.t1	GO:0005737-cytoplasm(L=4)
jg29400.t1	GO:0031225-anchored component of membrane(L=4)
jg29400.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg29400.t1	GO:0044444-cytoplasmic part(L=4)
jg29400.t1	GO:0046658-anchored component of plasma membrane(L=4)
jg21034.t1	GO:0016021-integral component of membrane(L=4)
jg13272.t1	GO:0005618-cell wall(L=4)
jg13272.t1	GO:0005737-cytoplasm(L=4)
jg13272.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13272.t1	GO:0044444-cytoplasmic part(L=4)
jg36845.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25208.t1	GO:0005737-cytoplasm(L=4)
jg25208.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25208.t1	GO:0044444-cytoplasmic part(L=4)
jg12026.t1	GO:0005737-cytoplasm(L=4)
jg12026.t1	GO:0005794-Golgi apparatus(L=4)
jg12026.t1	GO:0016021-integral component of membrane(L=4)
jg12026.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12026.t1	GO:0044444-cytoplasmic part(L=4)
jg15985.t1	GO:0005737-cytoplasm(L=4)
jg15985.t1	GO:0005829-cytosol(L=4)
jg15985.t1	GO:0009579-thylakoid(L=4)
jg15985.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg15985.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15985.t1	GO:0044436-thylakoid part(L=4)
jg15985.t1	GO:0044444-cytoplasmic part(L=4)
jg36162.t1	GO:0005737-cytoplasm(L=4)
jg36162.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg36162.t1	GO:0044444-cytoplasmic part(L=4)
jg26409.t1	GO:0005737-cytoplasm(L=4)
jg26409.t1	GO:0005829-cytosol(L=4)
jg26409.t1	GO:0044444-cytoplasmic part(L=4)
jg22371.t1	GO:0005737-cytoplasm(L=4)
jg22371.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg22371.t1	GO:0044444-cytoplasmic part(L=4)
jg3435.t1	GO:0005737-cytoplasm(L=4)
jg3435.t1	GO:0016021-integral component of membrane(L=4)
jg3435.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg3435.t1	GO:0044444-cytoplasmic part(L=4)
jg21880.t1	GO:0005737-cytoplasm(L=4)
jg21880.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg21880.t1	GO:0044444-cytoplasmic part(L=4)
jg26426.t1	GO:0005737-cytoplasm(L=4)
jg26426.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg26426.t1	GO:0044444-cytoplasmic part(L=4)
jg25561.t1	GO:0005737-cytoplasm(L=4)
jg25561.t1	GO:0005794-Golgi apparatus(L=4)
jg25561.t1	GO:0016021-integral component of membrane(L=4)
jg25561.t1	GO:0031301-integral component of organelle membrane(L=4)
jg25561.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25561.t1	GO:0044444-cytoplasmic part(L=4)
jg2499.t1	GO:0016021-integral component of membrane(L=4)
jg25889.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg34936.t1	GO:0016021-integral component of membrane(L=4)
jg25413.t1	GO:0000159-protein phosphatase type 2A complex(L=4)
jg25413.t1	GO:0005694-chromosome(L=4)
jg25413.t1	GO:0005737-cytoplasm(L=4)
jg25413.t1	GO:0005829-cytosol(L=4)
jg25413.t1	GO:0016021-integral component of membrane(L=4)
jg25413.t1	GO:0030018-Z disc(L=4)
jg25413.t1	GO:0031430-M band(L=4)
jg25413.t1	GO:0031672-A band(L=4)
jg25413.t1	GO:0031674-I band(L=4)
jg25413.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25413.t1	GO:0044444-cytoplasmic part(L=4)
jg33048.t1	GO:0005737-cytoplasm(L=4)
jg33048.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg33048.t1	GO:0044444-cytoplasmic part(L=4)
jg17421.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg32446.t1	GO:0005737-cytoplasm(L=4)
jg32446.t1	GO:0005829-cytosol(L=4)
jg32446.t1	GO:0044444-cytoplasmic part(L=4)
jg3040.t1	GO:0005737-cytoplasm(L=4)
jg3040.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg3040.t1	GO:0044444-cytoplasmic part(L=4)
jg25185.t1	GO:0016021-integral component of membrane(L=4)
jg1491.t1	GO:0005737-cytoplasm(L=4)
jg1491.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg1491.t1	GO:0044444-cytoplasmic part(L=4)
jg19579.t1	GO:0005737-cytoplasm(L=4)
jg19579.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg19579.t1	GO:0044444-cytoplasmic part(L=4)
jg14162.t1	GO:0005737-cytoplasm(L=4)
jg14162.t1	GO:0005829-cytosol(L=4)
jg14162.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg14162.t1	GO:0044444-cytoplasmic part(L=4)
jg15954.t1	GO:0005618-cell wall(L=4)
jg15954.t1	GO:0005737-cytoplasm(L=4)
jg15954.t1	GO:0005829-cytosol(L=4)
jg15954.t1	GO:0044444-cytoplasmic part(L=4)
jg15452.t1	GO:0005737-cytoplasm(L=4)
jg15452.t1	GO:0019866-organelle inner membrane(L=4)
jg15452.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15452.t1	GO:0044444-cytoplasmic part(L=4)
jg15452.t1	GO:0044455-mitochondrial membrane part(L=4)
jg8128.t1	GO:0005618-cell wall(L=4)
jg8128.t1	GO:0005737-cytoplasm(L=4)
jg8128.t1	GO:0016021-integral component of membrane(L=4)
jg8128.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8128.t1	GO:0044444-cytoplasmic part(L=4)
jg4138.t1	GO:0005737-cytoplasm(L=4)
jg4138.t1	GO:0009579-thylakoid(L=4)
jg4138.t1	GO:0034357-photosynthetic membrane(L=4)
jg4138.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg4138.t1	GO:0044436-thylakoid part(L=4)
jg4138.t1	GO:0044444-cytoplasmic part(L=4)
jg25241.t1	GO:0005737-cytoplasm(L=4)
jg25241.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25241.t1	GO:0044444-cytoplasmic part(L=4)
jg26061.t1	GO:0005737-cytoplasm(L=4)
jg26061.t1	GO:0009579-thylakoid(L=4)
jg26061.t1	GO:0034357-photosynthetic membrane(L=4)
jg26061.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg26061.t1	GO:0044436-thylakoid part(L=4)
jg26061.t1	GO:0044444-cytoplasmic part(L=4)
jg7949.t1	GO:0005737-cytoplasm(L=4)
jg7949.t1	GO:0009579-thylakoid(L=4)
jg7949.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7949.t1	GO:0044444-cytoplasmic part(L=4)
jg6880.t1	GO:0005737-cytoplasm(L=4)
jg6880.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg6880.t1	GO:0044444-cytoplasmic part(L=4)
jg8396.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35146.t1	GO:0005737-cytoplasm(L=4)
jg35146.t1	GO:0005783-endoplasmic reticulum(L=4)
jg35146.t1	GO:0005794-Golgi apparatus(L=4)
jg35146.t1	GO:0012506-vesicle membrane(L=4)
jg35146.t1	GO:0016021-integral component of membrane(L=4)
jg35146.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg35146.t1	GO:0043005-neuron projection(L=4)
jg35146.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35146.t1	GO:0044444-cytoplasmic part(L=4)
jg24924.t1	GO:0016021-integral component of membrane(L=4)
jg5254.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg5810.t1	GO:0005737-cytoplasm(L=4)
jg5810.t1	GO:0005794-Golgi apparatus(L=4)
jg5810.t1	GO:0016021-integral component of membrane(L=4)
jg5810.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg5810.t1	GO:0044444-cytoplasmic part(L=4)
jg14356.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7090.t1	GO:0005737-cytoplasm(L=4)
jg7090.t1	GO:0005794-Golgi apparatus(L=4)
jg7090.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7090.t1	GO:0044444-cytoplasmic part(L=4)
jg22980.t1	GO:0005737-cytoplasm(L=4)
jg22980.t1	GO:0016021-integral component of membrane(L=4)
jg22980.t1	GO:0019866-organelle inner membrane(L=4)
jg22980.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg22980.t1	GO:0044444-cytoplasmic part(L=4)
jg36375.t1	GO:0005694-chromosome(L=4)
jg36375.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25725.t1	GO:0005737-cytoplasm(L=4)
jg25725.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25725.t1	GO:0044444-cytoplasmic part(L=4)
jg26626.t1	GO:0005618-cell wall(L=4)
jg26626.t1	GO:0031225-anchored component of membrane(L=4)
jg26626.t1	GO:0046658-anchored component of plasma membrane(L=4)
jg26374.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg26374.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg24617.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25979.t1	GO:0005737-cytoplasm(L=4)
jg25979.t1	GO:0005829-cytosol(L=4)
jg25979.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25979.t1	GO:0044444-cytoplasmic part(L=4)
jg13948.t1	GO:0005635-nuclear envelope(L=4)
jg13948.t1	GO:0005737-cytoplasm(L=4)
jg13948.t1	GO:0016021-integral component of membrane(L=4)
jg13948.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13948.t1	GO:0044444-cytoplasmic part(L=4)
jg13948.t1	GO:0046930-pore complex(L=4)
jg3342.t1	GO:0005737-cytoplasm(L=4)
jg3342.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg3342.t1	GO:0044444-cytoplasmic part(L=4)
jg1739.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg19342.t1	GO:0005737-cytoplasm(L=4)
jg19342.t1	GO:0009579-thylakoid(L=4)
jg19342.t1	GO:0034357-photosynthetic membrane(L=4)
jg19342.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg19342.t1	GO:0044436-thylakoid part(L=4)
jg19342.t1	GO:0044444-cytoplasmic part(L=4)
jg5180.t1	GO:0016021-integral component of membrane(L=4)
jg5180.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg34569.t1	GO:0005737-cytoplasm(L=4)
jg34569.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg34569.t1	GO:0044444-cytoplasmic part(L=4)
jg22229.t1	GO:0005737-cytoplasm(L=4)
jg22229.t1	GO:0005794-Golgi apparatus(L=4)
jg22229.t1	GO:0016021-integral component of membrane(L=4)
jg22229.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg22229.t1	GO:0044444-cytoplasmic part(L=4)
jg26187.t1	GO:0005737-cytoplasm(L=4)
jg26187.t1	GO:0016021-integral component of membrane(L=4)
jg26187.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg26187.t1	GO:0044444-cytoplasmic part(L=4)
jg30136.t1	GO:0005737-cytoplasm(L=4)
jg30136.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg30136.t1	GO:0044444-cytoplasmic part(L=4)
jg26734.t1	GO:0005667-transcription factor complex(L=4)
jg26734.t1	GO:0030880-RNA polymerase complex(L=4)
jg26734.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg6525.t1	GO:0005737-cytoplasm(L=4)
jg6525.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg6525.t1	GO:0044444-cytoplasmic part(L=4)
jg26395.t1	GO:0005737-cytoplasm(L=4)
jg26395.t1	GO:0009579-thylakoid(L=4)
jg26395.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg26395.t1	GO:0044436-thylakoid part(L=4)
jg26395.t1	GO:0044444-cytoplasmic part(L=4)
jg6151.t1	GO:0005618-cell wall(L=4)
jg6151.t1	GO:0005737-cytoplasm(L=4)
jg6151.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg6151.t1	GO:0044444-cytoplasmic part(L=4)
jg11885.t1	GO:0005737-cytoplasm(L=4)
jg11885.t1	GO:0005829-cytosol(L=4)
jg11885.t1	GO:0044444-cytoplasmic part(L=4)
jg15620.t1	GO:0005737-cytoplasm(L=4)
jg15620.t1	GO:0005829-cytosol(L=4)
jg15620.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15620.t1	GO:0044444-cytoplasmic part(L=4)
jg31502.t1	GO:0005737-cytoplasm(L=4)
jg31502.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg31502.t1	GO:0044444-cytoplasmic part(L=4)
jg6812.t1	GO:0005737-cytoplasm(L=4)
jg6812.t1	GO:0005829-cytosol(L=4)
jg6812.t1	GO:0044444-cytoplasmic part(L=4)
jg5950.t1	GO:0005737-cytoplasm(L=4)
jg5950.t1	GO:0016021-integral component of membrane(L=4)
jg5950.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg5950.t1	GO:0044444-cytoplasmic part(L=4)
jg13183.t1	GO:0005737-cytoplasm(L=4)
jg13183.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13183.t1	GO:0044444-cytoplasmic part(L=4)
jg25365.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg16463.t1	GO:0005694-chromosome(L=4)
jg16463.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25891.t1	GO:0005737-cytoplasm(L=4)
jg25891.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25891.t1	GO:0044444-cytoplasmic part(L=4)
jg21162.t1	GO:0016021-integral component of membrane(L=4)
jg25140.t1	GO:0005737-cytoplasm(L=4)
jg25140.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg25140.t1	GO:0044444-cytoplasmic part(L=4)
jg25939.t1	GO:0005737-cytoplasm(L=4)
jg4859.t1	GO:0005737-cytoplasm(L=4)
jg4859.t1	GO:0019866-organelle inner membrane(L=4)
jg4859.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg4859.t1	GO:0044444-cytoplasmic part(L=4)
jg12192.t1	GO:0005667-transcription factor complex(L=4)
jg12192.t1	GO:0005737-cytoplasm(L=4)
jg12192.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg12192.t1	GO:0044444-cytoplasmic part(L=4)
jg24479.t1	GO:0016021-integral component of membrane(L=4)
jg24479.t1	GO:0034702-ion channel complex(L=4)
jg24479.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg4223.t1	GO:0005737-cytoplasm(L=4)
jg4223.t1	GO:0019866-organelle inner membrane(L=4)
jg4223.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg4223.t1	GO:0044444-cytoplasmic part(L=4)
jg4223.t1	GO:0044455-mitochondrial membrane part(L=4)
jg27445.t1	GO:0005618-cell wall(L=4)
jg27445.t1	GO:0005737-cytoplasm(L=4)
jg27445.t1	GO:0005783-endoplasmic reticulum(L=4)
jg27445.t1	GO:0005794-Golgi apparatus(L=4)
jg27445.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27445.t1	GO:0044444-cytoplasmic part(L=4)
jg21762.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg21762.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg2461.t1	GO:0005694-chromosome(L=4)
jg2461.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg28699.t1	GO:0005618-cell wall(L=4)
jg28699.t1	GO:0031225-anchored component of membrane(L=4)
jg24189.t1	GO:0005737-cytoplasm(L=4)
jg24189.t1	GO:0005929-cilium(L=4)
jg24189.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg17035.t1	GO:0005618-cell wall(L=4)
jg17035.t1	GO:0005737-cytoplasm(L=4)
jg17035.t1	GO:0005794-Golgi apparatus(L=4)
jg17035.t1	GO:0005829-cytosol(L=4)
jg17035.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg17035.t1	GO:0044444-cytoplasmic part(L=4)
jg14311.t1	GO:0005737-cytoplasm(L=4)
jg14311.t1	GO:0005829-cytosol(L=4)
jg14311.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg14311.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg14311.t1	GO:0044444-cytoplasmic part(L=4)
jg27.t1	GO:0005737-cytoplasm(L=4)
jg27.t1	GO:0005829-cytosol(L=4)
jg27.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27.t1	GO:0044444-cytoplasmic part(L=4)
jg14838.t1	GO:0005737-cytoplasm(L=4)
jg14838.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg14838.t1	GO:0044444-cytoplasmic part(L=4)
jg26104.t1	GO:0005737-cytoplasm(L=4)
jg26104.t1	GO:0005794-Golgi apparatus(L=4)
jg26104.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg26104.t1	GO:0044444-cytoplasmic part(L=4)
jg16763.t1	GO:0005737-cytoplasm(L=4)
jg16763.t1	GO:0005829-cytosol(L=4)
jg16763.t1	GO:0044444-cytoplasmic part(L=4)
jg23175.t1	GO:0005737-cytoplasm(L=4)
jg23175.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg23175.t1	GO:0044444-cytoplasmic part(L=4)
jg31885.t1	GO:0005618-cell wall(L=4)
jg31885.t1	GO:0005737-cytoplasm(L=4)
jg31885.t1	GO:0005829-cytosol(L=4)
jg31885.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg31885.t1	GO:0044444-cytoplasmic part(L=4)
jg25232.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27280.t1	GO:0005737-cytoplasm(L=4)
jg27280.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg27280.t1	GO:0044444-cytoplasmic part(L=4)
jg5095.t1	GO:0005737-cytoplasm(L=4)
jg5095.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg17948.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8664.t1	GO:0005737-cytoplasm(L=4)
jg8664.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg8664.t1	GO:0044444-cytoplasmic part(L=4)
jg20430.t1	GO:0005737-cytoplasm(L=4)
jg20430.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg20430.t1	GO:0044444-cytoplasmic part(L=4)
jg37279.t1	GO:0005737-cytoplasm(L=4)
jg37279.t1	GO:0016021-integral component of membrane(L=4)
jg9365.t1	GO:0005737-cytoplasm(L=4)
jg9365.t1	GO:0005829-cytosol(L=4)
jg9365.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg9365.t1	GO:0044444-cytoplasmic part(L=4)
jg23311.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg31974.t1	GO:0005737-cytoplasm(L=4)
jg31974.t1	GO:0005794-Golgi apparatus(L=4)
jg31974.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg31974.t1	GO:0044444-cytoplasmic part(L=4)
jg32122.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg23623.t1	GO:0005737-cytoplasm(L=4)
jg23623.t1	GO:0005829-cytosol(L=4)
jg23623.t1	GO:0044444-cytoplasmic part(L=4)
jg7371.t1	GO:0005737-cytoplasm(L=4)
jg7371.t1	GO:0005794-Golgi apparatus(L=4)
jg7371.t1	GO:0005829-cytosol(L=4)
jg7371.t1	GO:0012506-vesicle membrane(L=4)
jg7371.t1	GO:0030117-membrane coat(L=4)
jg7371.t1	GO:0030120-vesicle coat(L=4)
jg7371.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg7371.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7371.t1	GO:0044444-cytoplasmic part(L=4)
jg2682.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg33693.t1	GO:0005737-cytoplasm(L=4)
jg33693.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg33693.t1	GO:0044444-cytoplasmic part(L=4)
jg8888.t1	GO:0005737-cytoplasm(L=4)
jg8888.t1	GO:0005783-endoplasmic reticulum(L=4)
jg8888.t1	GO:0016021-integral component of membrane(L=4)
jg8888.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8888.t1	GO:0044444-cytoplasmic part(L=4)
jg7852.t1	GO:0005737-cytoplasm(L=4)
jg7852.t1	GO:0009579-thylakoid(L=4)
jg7852.t1	GO:0034357-photosynthetic membrane(L=4)
jg7852.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7852.t1	GO:0044436-thylakoid part(L=4)
jg7852.t1	GO:0044444-cytoplasmic part(L=4)
jg12392.t1	GO:0016021-integral component of membrane(L=4)
jg7384.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg7384.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg3899.t1	GO:0005737-cytoplasm(L=4)
jg3899.t1	GO:0005887-integral component of plasma membrane(L=4)
jg3899.t1	GO:0016021-integral component of membrane(L=4)
jg3899.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg3899.t1	GO:0044444-cytoplasmic part(L=4)
jg2058.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg5809.t1	GO:0005737-cytoplasm(L=4)
jg5809.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg5809.t1	GO:0044444-cytoplasmic part(L=4)
jg30427.t1	GO:0005737-cytoplasm(L=4)
jg30427.t1	GO:0005829-cytosol(L=4)
jg30427.t1	GO:0044444-cytoplasmic part(L=4)
jg23059.t1	GO:0005737-cytoplasm(L=4)
jg23059.t1	GO:0005783-endoplasmic reticulum(L=4)
jg23059.t1	GO:0005794-Golgi apparatus(L=4)
jg23059.t1	GO:0016021-integral component of membrane(L=4)
jg23059.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg23059.t1	GO:0044444-cytoplasmic part(L=4)
jg21816.t1	GO:0005737-cytoplasm(L=4)
jg21816.t1	GO:0005783-endoplasmic reticulum(L=4)
jg21816.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg21816.t1	GO:0044444-cytoplasmic part(L=4)
jg7917.t1	GO:0005737-cytoplasm(L=4)
jg7917.t1	GO:0009579-thylakoid(L=4)
jg7917.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7917.t1	GO:0044444-cytoplasmic part(L=4)
jg33724.t1	GO:0005737-cytoplasm(L=4)
jg2960.t1	GO:0005737-cytoplasm(L=4)
jg2960.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg2960.t1	GO:0044444-cytoplasmic part(L=4)
jg6684.t1	GO:0005618-cell wall(L=4)
jg6684.t1	GO:0005737-cytoplasm(L=4)
jg6684.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg6684.t1	GO:0044444-cytoplasmic part(L=4)
jg25394.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg33954.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg400.t1	GO:0005737-cytoplasm(L=4)
